Chrom	Start	End	Module	Gene
chr15	91414241	91415830	Module_12720	MAN2A2
chr15	91499801	91501159	Module_12727	MAN2A2
chr1	91439794	91440572	Module_1845	ZNF644
chr1	91589049	91589549	Module_1853	ZNF644
chr15	91499801	91501159	Module_12727	VPS33B
chr9	92049641	92050809	Module_37773	CKS2
chr9	92049641	92050809	Module_37773	SECISBP2
chr9	92112069	92113507	Module_37783	GADD45G
chr11	92244779	92245437	Module_7047	FAT3
chr10	92564818	92565405	Module_4779	HTR7
chr10	92564818	92565405	Module_4779	RPP30
chr10	92689919	92690508	Module_4785	RPP30
chr4	93354305	93354936	Module_28392	GRID2
chr15	93352196	93352920	Module_12752	FAM174B
chr10	93431721	93432362	Module_4794	PPP1R3C
chr1	93590001	93590649	Module_1870	MTF2
chr1	93590001	93590649	Module_1870	TMED5
chr1	93590001	93590649	Module_1870	CCDC18
chr10	93667792	93668687	Module_4806	BTAF1
chr10	93667792	93668687	Module_4806	FGFBP3
chr13	93879668	93880996	Module_10109	GPC6
chr10	94064921	94065759	Module_4810	MARCH5
chr1	94188002	94188608	Module_1889	BCAR3
chr1	94294513	94295081	Module_1891	DNTTIP2
chr1	94312658	94313793	Module_1893	DNTTIP2
chr1	94312658	94313793	Module_1893	GCLM
chr7	94536478	94538228	Module_34517	PPP1R9A
chr9	94647327	94647865	Module_37810	ROR2
chr9	94648829	94649441	Module_37811	ROR2
chr10	95039943	95040893	Module_4832	MYOF
chr14	95050872	95051505	Module_11239	SERPINA5
chr13	95358824	95360137	Module_10119	LOC101927248
chr13	95358824	95360137	Module_10119	SOX21
chr2	95872794	95873546	Module_20517	ZNF514
chr2	95872794	95873546	Module_20517	MRPS5
chr2	95872794	95873546	Module_20517	ZNF2
chr9	96928080	96929428	Module_37892	PTPDC1
chr9	96928080	96929428	Module_37892	MIRLET7DHG
chr9	96928080	96929428	Module_37892	LOC100132077
chr10	96989726	96991248	Module_4857	PDLIM1
chr10	96989726	96991248	Module_4857	SORBS1
chr14	97220955	97222023	Module_11310	VRK1
chr9	97370318	97371040	Module_37902	FBP1
chr2	97572408	97573556	Module_20567	SEMA4C
chr2	97572408	97573556	Module_20567	CNNM3
chr2	97572408	97573556	Module_20567	ANKRD39
chr2	97572408	97573556	Module_20567	FAHD2B
chr2	97572408	97573556	Module_20567	ANKRD36
chr2	97572408	97573556	Module_20567	LMAN2L
chr5	98298566	98299195	Module_29998	CHD1
chr13	98628138	98629439	Module_10160	IPO5
chr13	98628138	98629439	Module_10160	RAP2A
chr13	98628138	98629439	Module_10160	MBNL2
chr7	99541566	99542393	Module_34593	TRIM4
chr7	99541566	99542393	Module_34593	GJC3
chr7	99541566	99542393	Module_34593	ZKSCAN1
chr4	99849270	99850697	Module_28411	EIF4E
chr4	99849270	99850697	Module_28411	ADH5
chr4	99849270	99850697	Module_28411	METAP1
chr14	99989160	99989702	Module_11321	SETD3
chr7	100087286	100088149	Module_34625	TSC22D4
chr7	100087286	100088149	Module_34625	NYAP1
chr10	100215705	100216480	Module_4937	LOC101927278
chr10	100215705	100216480	Module_4937	HPS1
chr14	100355409	100356035	Module_11350	EVL
chr14	100355409	100356035	Module_11350	EML1
chr12	100377948	100379134	Module_8899	GOLGA2P5
chr7	100433300	100435360	Module_34651	SRRT
chr7	100433300	100435360	Module_34651	SLC12A9
chr7	100433300	100435360	Module_34651	TRIP6
chr7	100433300	100435360	Module_34651	EPHB4
chr11	100547540	100548131	Module_7103	ARHGAP42
chr13	100622629	100623663	Module_10197	PCCA
chr13	100622629	100623663	Module_10197	ZIC5
chr13	100622629	100623663	Module_10197	ZIC2
chr7	100805902	100807362	Module_34669	AP1S1
chr7	100805902	100807362	Module_34669	VGF
chr7	100805902	100807362	Module_34669	SERPINE1
chr7	100937164	100937820	Module_34686	LOC101927746
chr8	101321418	101322787	Module_36592	RNF19A
chr8	101321418	101322787	Module_36592	POLR2K
chr9	101571976	101572694	Module_37995	GALNT12
chr9	101571976	101572694	Module_37995	ANKS6
chr2	101866196	101866735	Module_20615	CNOT11
chr2	101866196	101866735	Module_20615	RNF149
chr2	101866196	101866735	Module_20615	TBC1D8
chr9	101932159	101932806	Module_37999	SEC61B
chr9	101932159	101932806	Module_37999	ALG2
chr8	101964066	101965412	Module_36605	YWHAZ
chr8	102167239	102168499	Module_36609	ZNF706
chr11	101981764	101982714	Module_7129	YAP1
chr11	101986262	101986914	Module_7130	YAP1
chr11	101981764	101982714	Module_7129	C11orf70
chrX	102043277	102043823	Module_39753	LINC00630
chrX	102043277	102043823	Module_39753	GPRASP2
chr10	102060764	102061295	Module_4954	CWF19L1
chr10	102060764	102061295	Module_4954	BLOC1S2
chr5	102090309	102091259	Module_30011	PAM
chr5	102090309	102091259	Module_30011	LINC00491
chr12	102216245	102216869	Module_8926	GNPTAB
chr12	102216245	102216869	Module_8926	DRAM1
chr7	102573768	102574604	Module_34724	FAM185A
chr10	102757397	102758445	Module_4970	MRPL43
chr10	102757397	102758445	Module_4970	LZTS2
chr14	102982913	102983951	Module_11410	RCOR1
chr14	103010438	103012383	Module_11412	RCOR1
chr14	103021094	103022152	Module_11413	RCOR1
chr14	102982913	102983951	Module_11410	ANKRD9
chr14	103010438	103012383	Module_11412	ANKRD9
chr14	103021094	103022152	Module_11413	ANKRD9
chr10	103329165	103330830	Module_4977	POLL
chr10	103329165	103330830	Module_4977	DPCD
chr8	103448568	103449431	Module_36634	UBR5
chr14	104008218	104009564	Module_11456	CKB
chr14	104008218	104009564	Module_11456	TRMT61A
chr14	104008218	104009564	Module_11456	ZFYVE21
chr14	104008218	104009564	Module_11456	MARK3
chr14	104008218	104009564	Module_11456	BAG5
chr14	104008218	104009564	Module_11456	KLC1
chr14	104008218	104009564	Module_11456	APOPT1
chr14	104008218	104009564	Module_11456	XRCC3
chr8	104011379	104012641	Module_36648	ATP6V1C1
chr10	104180448	104181432	Module_5018	FBXL15
chr10	104180448	104181432	Module_5018	NFKB2
chr10	104180448	104181432	Module_5018	CUEDC2
chr10	104180448	104181432	Module_5018	PSD
chr10	104180448	104181432	Module_5018	ACTR1A
chr10	104180448	104181432	Module_5018	SUFU
chr10	104387414	104388102	Module_5026	TRIM8
chr10	104401644	104402361	Module_5029	TRIM8
chr10	104408904	104410331	Module_5032	TRIM8
chr14	104605872	104606701	Module_11484	KIF26A
chr14	104614953	104618130	Module_11485	KIF26A
chr7	104653067	104654058	Module_34739	KMT2E
chr7	104653067	104654058	Module_34739	SRPK2
chr7	105028367	105029901	Module_34746	SRPK2
chr7	104653067	104654058	Module_34739	KMT2E-AS1
chr14	105281956	105283044	Module_11509	ADSSL1
chr14	105281956	105283044	Module_11509	SIVA1
chr14	105281956	105283044	Module_11509	AKT1
chr14	105281956	105283044	Module_11509	CEP170B
chr10	106088076	106088979	Module_5080	GSTO1
chr10	106090969	106091623	Module_5081	GSTO1
chr10	106088076	106088979	Module_5080	GSTO2
chr10	106090969	106091623	Module_5081	GSTO2
chr12	106532374	106533255	Module_8971	NUAK1
chr12	106532374	106533255	Module_8971	CKAP4
chr12	106532374	106533255	Module_8971	POLR3B
chr12	106532374	106533255	Module_8971	TCP11L2
chr6	107061438	107062006	Module_32502	QRSL1
chr6	107140008	107140671	Module_32508	QRSL1
chr6	107061438	107062006	Module_32502	RTN4IP1
chr6	107140008	107140671	Module_32508	RTN4IP1
chr9	107648275	107648864	Module_38050	ABCA1
chr9	107723404	107724116	Module_38056	ABCA1
chr9	107730371	107731848	Module_38057	ABCA1
chr12	108028832	108029441	Module_8996	PWP1
chr12	108039077	108040216	Module_8997	PWP1
chr12	108028832	108029441	Module_8996	PRDM4
chr12	108039077	108040216	Module_8997	PRDM4
chr7	108089473	108090135	Module_34790	NRCAM
chr13	108490868	108491700	Module_10229	FAM155A
chr12	108566757	108567435	Module_9010	WSCD2
chr4	108812623	108813146	Module_28482	SGMS2
chr4	108812623	108813146	Module_28482	CYP2U1
chr6	108878558	108880038	Module_32537	FOXO3
chr3	109074517	109075559	Module_26244	DPPA4
chr3	109074517	109075559	Module_26244	DPPA2
chr8	109299157	109300433	Module_36670	EIF3E
chr8	110274365	110275002	Module_36682	ENY2
chr8	110274365	110275002	Module_36682	NUDCD1
chr5	110452210	110453627	Module_30057	WDR36
chr1	110502272	110503331	Module_2048	STRIP1
chr1	110502272	110503331	Module_2048	CSF1
chr1	110502272	110503331	Module_2048	AHCYL1
chr5	111501737	111502625	Module_30074	EPB41L4A-AS1
chr2	111529603	111530283	Module_20732	ACOXL
chr2	111529603	111530283	Module_20732	BUB1
chr2	111529603	111530283	Module_20732	MALL
chr13	111560675	111561477	Module_10260	ANKRD10
chr2	111879892	111881048	Module_20737	BCL2L11
chr10	111969010	111971481	Module_5104	MXI1
chr3	112021912	112022747	Module_26264	CD200
chr7	112090533	112091417	Module_34813	IFRD1
chr1	113569848	113570515	Module_2117	LRIG2
chr1	113569848	113570515	Module_2117	AKR7A2P1
chr1	113569848	113570515	Module_2117	SLC16A1
chr12	113683442	113683998	Module_9144	SLC8B1
chr12	113683442	113683998	Module_9144	TPCN1
chr12	113683442	113683998	Module_9144	DDX54
chr12	113683442	113683998	Module_9144	PLBD2
chr11	113720177	113720942	Module_7245	USP28
chr11	113720177	113720942	Module_7245	ZW10
chr11	113720177	113720942	Module_7245	HTR3A
chr6	114179729	114180515	Module_32613	HS3ST5
chr6	114179729	114180515	Module_32613	MARCKS
chr9	114244805	114246287	Module_38133	KIAA0368
chr9	114244805	114246287	Module_38133	PTGR1
chr9	114244805	114246287	Module_38133	ZNF483
chr11	114348615	114349513	Module_7259	REXO2
chr7	114463318	114463820	Module_34829	MDFIC
chr5	114504747	114506187	Module_30106	CCDC112
chr5	114705164	114705790	Module_30114	CCDC112
chr5	114504747	114506187	Module_30106	PGGT1B
chr5	114504747	114506187	Module_30106	TRIM36
chr10	114710921	114712734	Module_5133	TCF7L2
chr13	114995533	114996216	Module_10376	CDC16
chr13	114877515	114878443	Module_10363	RASA3
chr6	116691708	116693050	Module_32641	DSE
chr6	116691708	116693050	Module_32641	TSPYL1
chr6	116691708	116693050	Module_32641	TSPYL4
chr9	117345465	117346106	Module_38215	ATP6V1G1
chr1	117714543	117715106	Module_2195	TRIM45
chr1	117714543	117715106	Module_2195	TTF2
chr6	118241014	118241753	Module_32658	SLC35F1
chr5	118415112	118415684	Module_30135	DMXL1
chr5	118415112	118415684	Module_30135	DTWD2
chr12	118558370	118559056	Module_9216	PEBP1
chr12	118558370	118559056	Module_9216	VSIG10
chr12	118558370	118559056	Module_9216	WSB2
chr11	118782544	118783506	Module_7321	BCL9L
chr11	118798683	118799724	Module_7329	BCL9L
chr11	118799941	118801407	Module_7330	BCL9L
chr5	118794530	118795183	Module_30141	HSD17B4
chr3	119068183	119069519	Module_26336	B4GALT4
chr3	119068183	119069519	Module_26336	IGSF11
chr8	119086227	119087154	Module_36710	EXT1
chr10	119106044	119106594	Module_5194	PDZD8
chr10	119106044	119106594	Module_5194	SLC18A2
chr11	119191015	119192731	Module_7346	RNF26
chr11	119191015	119192731	Module_7346	MCAM
chr11	119292508	119294251	Module_7358	THY1
chr12	119591234	119592082	Module_9222	HSPB8
chr4	119770977	119771847	Module_28568	SEC24D
chr3	120396114	120396887	Module_26364	RABL3
chr3	120396114	120396887	Module_26364	GTF2E1
chr12	120665898	120667076	Module_9247	PXN-AS1
chr12	120665898	120667076	Module_9247	PXN
chr12	120728524	120730221	Module_9252	PXN
chr12	120665898	120667076	Module_9247	RPLP0
chr12	120665898	120667076	Module_9247	SIRT4
chr12	120728524	120730221	Module_9252	SIRT4
chr8	121060176	121060773	Module_36735	COL14A1
chr11	121117013	121117678	Module_7387	SC5D
chr10	121445945	121447567	Module_5228	BAG3
chr10	121445945	121447567	Module_5228	INPP5F
chr2	121466998	121467650	Module_20862	GLI2
chr12	121675959	121677018	Module_9299	P2RX4
chr12	121733240	121735539	Module_9304	P2RX4
chr12	121675959	121677018	Module_9299	CAMKK2
chr12	121733240	121735539	Module_9304	CAMKK2
chr7	121954751	121955990	Module_34905	FEZF1
chr12	122237763	122238487	Module_9330	TMEM120B
chr12	122249229	122250921	Module_9331	TMEM120B
chr12	122237763	122238487	Module_9330	PSMD9
chr12	122249229	122250921	Module_9331	PSMD9
chr12	122237763	122238487	Module_9330	RHOF
chr12	122249229	122250921	Module_9331	RHOF
chr2	122287577	122288986	Module_20892	CLASP1
chr2	122287577	122288986	Module_20892	TSN
chr3	122809850	122810478	Module_26396	PDIA5
chr3	123033202	123034277	Module_26401	ADCY5
chr11	123300656	123301964	Module_7414	GRAMD1B
chr10	123339651	123340842	Module_5245	FGFR2
chr10	123355370	123356751	Module_5246	FGFR2
chr3	123751663	123752392	Module_26417	MYLK
chr3	123751663	123752392	Module_26417	CCDC14
chr9	123635673	123636234	Module_38243	PSMD5-AS1
chr9	123635673	123636234	Module_38243	LOC100288842
chr9	123635673	123636234	Module_38243	PSMD5
chr9	123635673	123636234	Module_38243	PHF19
chr9	123635673	123636234	Module_38243	TRAF1
chr10	123650575	123651103	Module_5250	NSMCE4A
chr10	123650575	123651103	Module_5250	ATE1
chr4	123704317	123705042	Module_28602	BBS12
chr4	123704317	123705042	Module_28602	FGF2
chr8	123849894	123850582	Module_36761	ZHX2
chr9	124148509	124149328	Module_38269	STOM
chr4	124319344	124320407	Module_28615	SPRY1
chr4	124426812	124427322	Module_28619	SPRY1
chr9	124361447	124362677	Module_38282	DAB2IP
chr11	125040075	125041100	Module_7463	PKNOX2
chr11	125495592	125496442	Module_7478	STT3A
chr11	125495592	125496442	Module_7478	FEZ1
chr11	125495592	125496442	Module_7478	EI24
chr11	125495592	125496442	Module_7478	CHEK1
chr12	125669788	125671242	Module_9399	TMEM132B
chr12	125669788	125671242	Module_9399	AACS
chr12	125669788	125671242	Module_9399	UBC
chr10	125779750	125780674	Module_5294	CHST15
chr9	125936312	125937710	Module_38310	MIR600HG
chr6	126066660	126067270	Module_32741	NCOA7
chr6	126066660	126067270	Module_32741	HEY2
chr5	126113195	126114477	Module_30211	LMNB1
chr9	126119316	126120021	Module_38317	CRB2
chr9	126120392	126120892	Module_38319	CRB2
chr9	126119316	126120021	Module_38317	STRBP
chr10	126605092	126605975	Module_5320	FAM175B
chr10	126605092	126605975	Module_5320	ZRANB1
chr10	126840129	126840981	Module_5330	ZRANB1
chr10	126848638	126850169	Module_5333	ZRANB1
chr10	126840129	126840981	Module_5330	CTBP2
chr10	126848638	126850169	Module_5333	CTBP2
chr9	127161400	127162622	Module_38346	PSMB7
chr9	127161400	127162622	Module_38346	LOC100129034
chr9	127631006	127631889	Module_38362	ARPC5L
chr9	127631006	127631889	Module_38362	RPL35
chr9	127631006	127631889	Module_38362	GOLGA1
chr2	127782381	127783552	Module_20907	BIN1
chr2	127976587	127977948	Module_20922	BIN1
chr2	127782381	127783552	Module_20907	MAP3K2
chr2	127976587	127977948	Module_20922	MAP3K2
chr5	127874243	127874958	Module_30233	FBN2
chr7	127939087	127939875	Module_34964	RBM28
chr2	127976587	127977948	Module_20922	ERCC3
chr9	128033861	128034593	Module_38365	GAPVD1
chr9	128033861	128034593	Module_38365	HSPA5
chr3	128336259	128337027	Module_26534	RPN1
chr7	128430414	128431383	Module_34986	CCDC136
chr7	128472269	128473625	Module_34991	CCDC136
chr7	128430414	128431383	Module_34986	CALU
chr7	128472269	128473625	Module_34991	CALU
chr7	128430414	128431383	Module_34986	FLNC
chr7	128472269	128473625	Module_34991	FLNC
chr7	128430414	128431383	Module_34986	FAM71F1
chr7	128472269	128473625	Module_34991	FAM71F1
chr7	128472269	128473625	Module_34991	ATP6V1F
chr2	128459115	128459909	Module_20938	AMMECR1L
chr2	128459115	128459909	Module_20938	SFT2D3
chr2	128459115	128459909	Module_20938	WDR33
chr4	128773672	128774376	Module_28629	PLK4
chr8	128830158	128830816	Module_36832	PVT1
chr8	128834646	128835563	Module_36834	PVT1
chr8	128830158	128830816	Module_36832	MYC
chr4	128975971	128977187	Module_28632	LARP1B
chr2	129019068	129019568	Module_20949	HS6ST1
chr11	129765018	129765886	Module_7507	APLP2
chr11	130016062	130016717	Module_7514	APLP2
chr11	129765018	129765886	Module_7507	NFRKB
chr11	130016062	130016717	Module_7514	ST14
chr7	129781189	129782414	Module_35022	KLHDC10
chr7	129781189	129782414	Module_35022	TMEM209
chr7	129781189	129782414	Module_35022	ZC3HC1
chr11	130247971	130248744	Module_7521	ADAMTS8
chr11	130253138	130253892	Module_7522	ADAMTS8
chr11	130273635	130274723	Module_7523	ADAMTS8
chr11	130247971	130248744	Module_7521	ZBTB44
chr11	130253138	130253892	Module_7522	ZBTB44
chr9	130516376	130517836	Module_38433	TOR2A
chr9	130516376	130517836	Module_38433	SH2D3C
chr9	130742489	130743655	Module_38466	DPM2
chr9	130742489	130743655	Module_38466	FAM102A
chr9	130742489	130743655	Module_38466	PIP5KL1
chr9	130742489	130743655	Module_38466	ST6GALNAC4
chr9	130742489	130743655	Module_38466	NAIF1
chr2	131129700	131130449	Module_20972	MZT2B
chr2	131129700	131130449	Module_20972	CCDC115
chr2	131129700	131130449	Module_20972	PTPN18
chr2	131129700	131130449	Module_20972	SMPD4
chr2	131129700	131130449	Module_20972	IMP4
chr9	131154986	131155879	Module_38490	URM1
chr7	131289460	131290568	Module_35060	PODXL
chr8	131460542	131461162	Module_36859	ASAP1
chr6	131602414	131603073	Module_32804	AKAP7
chr9	131684110	131684931	Module_38512	LRRC8A
chr9	131684110	131684931	Module_38512	DOLK
chr9	131684110	131684931	Module_38512	PHYHD1
chr9	131684110	131684931	Module_38512	NUP188
chr5	131831430	131833006	Module_30261	RAD50
chr5	131831430	131833006	Module_30261	IRF1
chr9	131901485	131903331	Module_38522	CRAT
chr9	131901485	131903331	Module_38522	DOLPP1
chr12	132279867	132280863	Module_9443	MMP17
chr9	132319436	132320116	Module_38538	NTMT1
chr9	132358787	132360112	Module_38539	NTMT1
chr9	132319436	132320116	Module_38538	PRRX2
chr9	132358787	132360112	Module_38539	PRRX2
chr9	132319436	132320116	Module_38538	ASB6
chr9	132358787	132360112	Module_38539	ASB6
chr8	132964417	132965170	Module_36872	EFR3A
chr9	133320633	133322179	Module_38582	ASS1
chr9	133587921	133588732	Module_38595	EXOSC2
chr9	133587921	133588732	Module_38595	ABL1
chr9	133587921	133588732	Module_38595	FUBP3
chr5	133801468	133802820	Module_30301	CDKN2AIPNL
chr5	133862149	133863689	Module_30305	CDKN2AIPNL
chr5	133862149	133863689	Module_30305	SEC24A
chr5	133927723	133928724	Module_30314	SEC24A
chr5	133862149	133863689	Module_30305	SAR1B
chr5	133927723	133928724	Module_30314	SAR1B
chr10	134120467	134122274	Module_5386	STK32C
chr10	134120467	134122274	Module_5386	LRRC27
chr10	134120467	134122274	Module_5386	DPYSL4
chr10	134120467	134122274	Module_5386	PWWP2B
chr11	134142598	134143347	Module_7562	VPS26B
chr11	134142598	134143347	Module_7562	ACAD8
chr11	134142598	134143347	Module_7562	THYN1
chr11	134142598	134143347	Module_7562	GLB1L2
chr11	134142598	134143347	Module_7562	NCAPD3
chr11	134142598	134143347	Module_7562	GLB1L3
chr11	134142598	134143347	Module_7562	B3GAT1
chr9	134268459	134270264	Module_38628	PRRC2B
chr9	134311563	134312966	Module_38640	PRRC2B
chr10	134330347	134331188	Module_5403	INPP5A
chr9	134614226	134615920	Module_38650	RAPGEF1
chr9	134630020	134630622	Module_38651	RAPGEF1
chr7	134760340	134760991	Module_35084	TMEM140
chr7	135246225	135246805	Module_35096	CNOT4
chr7	135246225	135246805	Module_35096	NUP205
chr9	135466414	135467128	Module_38678	DDX31
chr9	135466414	135467128	Module_38678	GTF3C4
chr6	135571747	135573061	Module_32869	MYB
chr6	135592123	135592798	Module_32870	MYB
chr8	135844011	135845121	Module_36887	ZFAT
chr3	135915197	135915846	Module_26644	PPP2R3A
chr3	135915197	135915846	Module_26644	MSL2
chr3	135915197	135915846	Module_26644	PCCB
chr9	137029388	137030505	Module_38748	WDR5
chr9	137549982	137550741	Module_38763	COL5A1
chr5	137799539	137800202	Module_30366	REEP2
chr5	137799539	137800202	Module_30366	ETF1
chr9	137978845	137980961	Module_38769	OLFM1
chr7	138867008	138867789	Module_35143	TTC26
chr9	138896339	138896947	Module_38786	UBAC1
chr9	139001107	139002124	Module_38795	C9orf69
chr9	139001107	139002124	Module_38795	NACC2
chr6	139013410	139014626	Module_32916	CCDC28A
chr6	139013410	139014626	Module_32916	NHSL1
chr6	139013410	139014626	Module_32916	FLJ46906
chr5	139027802	139029574	Module_30408	UBE2D2
chr5	139027802	139029574	Module_30408	CXXC5
chr5	139076119	139077278	Module_30425	CXXC5
chr5	139089836	139091790	Module_30430	CXXC5
chr9	139482348	139483282	Module_38836	NOTCH1
chr6	139717063	139717625	Module_32938	CITED2
chr9	139741469	139742571	Module_38867	PHPT1
chr9	139741469	139742571	Module_38867	TRAF2
chr9	139844262	139844870	Module_38873	TRAF2
chr9	139741469	139742571	Module_38867	RABL6
chr9	139741469	139742571	Module_38867	EDF1
chr9	139741469	139742571	Module_38867	TMEM141
chr9	139844262	139844870	Module_38873	C9orf142
chr9	139844262	139844870	Module_38873	FBXW5
chr4	140097436	140100205	Module_28674	NDUFC1
chr4	140097436	140100205	Module_28674	NAA15
chr4	140097436	140100205	Module_28674	ELF2
chr4	140097436	140100205	Module_28674	MGARP
chr7	140148339	140149098	Module_35166	MKRN1
chr7	140148339	140149098	Module_35166	RAB19
chr5	140892887	140894245	Module_30473	PCDHGC3
chr5	140892887	140894245	Module_30473	PCDHGB7
chr5	141054245	141054824	Module_30479	ARAP3
chr5	141054245	141054824	Module_30479	FCHSD1
chr4	141071956	141073249	Module_28692	MAML3
chr3	141120812	141121967	Module_26728	ZBTB38
chr3	141120812	141121967	Module_26728	RASA2
chr5	141228770	141229492	Module_30487	GNPDA1
chr5	141228770	141229492	Module_30487	KIAA0141
chr5	141228770	141229492	Module_30487	PCDH1
chr5	141228770	141229492	Module_30487	RNF14
chr5	141705375	141706063	Module_30506	SPRY4
chr5	141736230	141737109	Module_30507	SPRY4
chr8	142424771	142425784	Module_36934	PTP4A3
chr3	142580619	142581272	Module_26752	PLS1
chr3	142580619	142581272	Module_26752	PCOLCE2
chr5	142783880	142785357	Module_30516	NR3C1
chr6	143267028	143268964	Module_32958	AIG1
chr6	143267028	143268964	Module_32958	HIVEP2
chr8	143497256	143498638	Module_36945	TSNARE1
chr8	143819885	143821246	Module_36963	LYNX1
chr8	144104711	144107314	Module_36971	LY6E
chr8	144717754	144718542	Module_36997	TIGD5
chr8	144717754	144718542	Module_36997	PYCRL
chr8	144717754	144718542	Module_36997	ZNF623
chr8	144717754	144718542	Module_36997	TSTA3
chr8	144717754	144718542	Module_36997	EEF1D
chr8	145697710	145698656	Module_37049	CYHR1
chr8	145697710	145698656	Module_37049	PPP1R16A
chr8	145747536	145748245	Module_37056	PPP1R16A
chr8	145697710	145698656	Module_37049	MFSD3
chr8	145747536	145748245	Module_37056	MFSD3
chr8	145697710	145698656	Module_37049	KIFC2
chr8	145697710	145698656	Module_37049	FOXH1
chr8	145747536	145748245	Module_37056	FOXH1
chr8	145697710	145698656	Module_37049	ARHGAP39
chr8	145747536	145748245	Module_37056	ARHGAP39
chr8	145747536	145748245	Module_37056	RECQL4
chr8	145747536	145748245	Module_37056	LRRC14
chr8	145747536	145748245	Module_37056	C8orf82
chr3	146222435	146223005	Module_26771	PLSCR1
chr4	146856900	146858892	Module_28728	ZNF827
chr5	147253777	147255212	Module_30569	JAKMIP2
chr5	147253777	147255212	Module_30569	SCGB3A2
chr7	148844256	148845630	Module_35267	ZNF786
chr7	148844256	148845630	Module_35267	ZNF398
chr7	148844256	148845630	Module_35267	ZNF282
chr7	148844256	148845630	Module_35267	ZNF425
chr7	148844256	148845630	Module_35267	ZNF783
chr7	148844256	148845630	Module_35267	ZNF212
chr5	150035827	150036535	Module_30661	RBM22
chr5	150051047	150052379	Module_30663	RBM22
chr5	150035827	150036535	Module_30661	DCTN4
chr5	150051047	150052379	Module_30663	DCTN4
chr5	150035827	150036535	Module_30661	MYOZ3
chr5	150051047	150052379	Module_30663	MYOZ3
chr5	150051047	150052379	Module_30663	SMIM3
chr7	150098981	150099981	Module_35304	REPIN1
chr7	150098981	150099981	Module_35304	ZNF775
chr7	150098981	150099981	Module_35304	LOC728743
chr7	150098981	150099981	Module_35304	RARRES2
chr1	150533507	150535106	Module_2299	GOLPH3L
chr1	150533507	150535106	Module_2299	MCL1
chr1	150533507	150535106	Module_2299	TARS2
chr1	150533507	150535106	Module_2299	ENSA
chr3	150802962	150803842	Module_26845	MED12L
chr1	151104349	151106223	Module_2322	SEMA6C
chr1	151104349	151106223	Module_2322	SCNM1
chr1	151104349	151106223	Module_2322	VPS72
chr1	151104349	151106223	Module_2322	LYSMD1
chr1	151104349	151106223	Module_2322	PIP5K1A
chr5	151119477	151120448	Module_30690	ATOX1
chr5	151119477	151120448	Module_30690	SPARC
chr5	151119477	151120448	Module_30690	G3BP1
chr6	151710666	151711938	Module_33064	AKAP12
chr6	151710666	151711938	Module_33064	ZBTB2
chr6	151710666	151711938	Module_33064	RMND1
chr1	152016049	152016778	Module_2354	S100A10
chr1	152016049	152016778	Module_2354	S100A11
chr3	152878240	152879476	Module_26861	RAP2B
chr5	153545329	153545955	Module_30707	GALNT10
chr1	153747573	153748836	Module_2372	NPR1
chr1	153747573	153748836	Module_2372	ILF2
chr5	154070852	154072284	Module_30724	LARP1
chr4	154143417	154144497	Module_28818	TRIM2
chr1	154297116	154299254	Module_2385	HAX1
chr1	154297116	154299254	Module_2385	ATP8B2
chr1	154297116	154299254	Module_2385	C1orf43
chr1	154297116	154299254	Module_2385	UBAP2L
chr4	154710972	154711763	Module_28833	RNF175
chr4	154710972	154711763	Module_28833	SFRP2
chr1	154973242	154974013	Module_2409	ZBTB7B
chr1	154973242	154974013	Module_2409	FLAD1
chr1	154973242	154974013	Module_2409	CKS1B
chr1	154973242	154974013	Module_2409	LOC101928120
chr1	154973242	154974013	Module_2409	PYGO2
chr1	154973242	154974013	Module_2409	SHC1
chr1	154973242	154974013	Module_2409	ADAM15
chr1	154973242	154974013	Module_2409	PBXIP1
chr1	155138472	155140647	Module_2426	TRIM46
chr1	155138472	155140647	Module_2426	KRTCAP2
chr1	155138472	155140647	Module_2426	SLC50A1
chr1	155138472	155140647	Module_2426	DPM3
chr1	156426256	156427673	Module_2485	MEF2D
chr1	156677222	156678509	Module_2513	MRPL24
chr1	156677222	156678509	Module_2513	ISG20L2
chr1	156677222	156678509	Module_2513	RRNAD1
chr1	156677222	156678509	Module_2513	NES
chr1	156677222	156678509	Module_2513	CRABP2
chr1	156677222	156678509	Module_2513	HDGF
chr1	156677222	156678509	Module_2513	PRCC
chr3	156806490	156807167	Module_26904	CCNL1
chr7	157102851	157103731	Module_35418	DNAJB6
chr3	157250164	157250775	Module_26918	VEPH1
chr6	157800718	157801747	Module_33120	ZDHHC14
chr2	158102613	158103113	Module_21155	GALNT5
chr7	158410405	158411015	Module_35438	PTPRN2
chr5	158635643	158636930	Module_30770	RNF145
chr5	158635643	158636930	Module_30770	UBLCP1
chr6	158759601	158760697	Module_33144	TULP4
chr6	159274370	159274940	Module_33160	EZR
chr6	159274370	159274940	Module_33160	RSPH3
chr6	159274370	159274940	Module_33160	C6orf99
chr2	159314038	159314825	Module_21163	PKP4
chr5	159471346	159471950	Module_30777	TTC1
chr5	159714271	159714919	Module_30801	TTC1
chr5	159593292	159594121	Module_30786	PWWP2A
chr5	159714271	159714919	Module_30801	PWWP2A
chr3	159480786	159482610	Module_26946	SCHIP1
chr5	159714271	159714919	Module_30801	FABP6
chr5	159714271	159714919	Module_30801	CCNJL
chr5	159714271	159714919	Module_30801	PTTG1
