,T00h,T03h,T06h,T12h,T24h,T48h,T72h
seq540_[chr15:53097144-53097314],2.145895335,2.086318564,2.456531899,2.073943586,2.022420298,1.930143119,1.652745894
seq541_[chr15:53097620-53097790],1.669476237,1.768203797,1.895325887,1.652878273,1.549711391,1.432491664,1.323021756
seq542_[chr15:56035339-56035509],2.092128408,2.17461512,2.401578196,2.248913082,2.301876065,2.309357251,1.978341653
seq543_[chr15:57490841-57491011],1.861075395,1.803938986,1.976729395,1.814405366,1.979072955,1.58258572,1.82526278
seq544_[chr15:57491115-57491285],1.618765616,1.573170175,1.878085141,1.591259656,1.680580333,1.323860894,1.29619691
seq545_[chr15:57678240-57678410],2.426383011,2.575074209,2.749089767,2.950468788,2.919846604,2.573087255,1.801816836
seq546_[chr15:59646251-59646421],1.923303044,1.993688475,2.032534989,1.962641661,1.869633593,1.782620565,1.505560372
seq547_[chr15:59646518-59646688],1.656808769,1.58700596,1.852780114,1.519052933,1.66442568,1.508238773,1.321502979
seq548_[chr15:59646791-59646961],1.720355049,1.763492578,2.055265814,1.577391624,1.515725283,1.588965078,1.312426499
seq549_[chr15:60289485-60289655],2.493069125,2.545616768,2.733762383,2.550644944,2.590396809,2.494726817,1.994841056
seq55_[chr1:36348654-36348824],3.063710027,3.179379726,3.260420939,3.203810186,3.123436989,3.380876511,2.912981577
seq550_[chr15:60290596-60290766],1.720225033,1.794883546,1.980056997,1.705571787,1.656033699,1.436904415,1.521009445
seq551_[chr15:60296239-60296409],2.447068996,2.505748022,2.718347396,2.507310063,2.480674271,2.396078121,1.940227097
seq552_[chr15:60298554-60298724],2.708338455,2.68374175,2.895140403,2.948834516,2.609550031,2.470828705,1.992305196
seq553_[chr15:61304051-61304221],2.037970584,2.153389808,2.310277264,2.269752509,2.306065237,2.180368769,1.787551967
seq554_[chr15:64171457-64171627],1.703302099,1.602064147,1.860201658,1.602776344,1.471250761,1.371806285,1.234876986
seq555_[chr15:65066967-65067137],1.508917327,1.539393088,1.785611095,1.555857625,1.475812957,1.441279928,1.217477935
seq557_[chr15:65102160-65102330],2.005093458,2.132304358,2.370766018,2.136968848,1.94418118,1.778858219,1.62534509
seq558_[chr15:65647925-65648095],1.922051954,1.904396258,2.208189414,1.883917219,1.741962899,1.4710272,1.819508247
seq559_[chr15:65707614-65707784],2.375301722,2.52211915,2.619609736,2.368178218,2.408654544,2.288834492,1.985530954
seq56_[chr1:36351739-36351909],3.065566758,2.956934637,2.835427128,2.542136828,2.177805142,1.898241483,1.507246195
seq560_[chr15:65709610-65709780],1.58839016,1.574871789,1.850899972,1.631801252,1.459649819,1.357366347,1.228645306
seq561_[chr15:65713907-65714077],2.568916701,2.707605238,2.972315262,2.76962918,2.791755691,2.352363724,2.18864107
seq562_[chr15:66125310-66125480],1.85537241,1.776925071,2.077580108,1.848377522,1.620026468,1.595924636,1.317246011
seq563_[chr15:66246764-66246934],1.772265151,1.736168037,2.023810086,1.81245843,1.714532314,1.562663593,1.39852417
seq564_[chr15:66766552-66766722],1.715531373,1.749228637,1.903417278,1.713111017,1.575751881,1.496903585,1.354163095
seq565_[chr15:68074394-68074564],1.68001545,1.629379939,1.834556072,1.520039415,1.340313523,1.370254367,1.157342161
seq567_[chr15:69819133-69819303],1.682483451,1.577084892,1.81488149,1.609700066,1.47296516,1.386126299,1.494422221
seq568_[chr15:70212271-70212441],1.807440299,1.732248437,1.983581132,1.808379519,1.556334281,1.450682093,1.405988619
seq569_[chr15:70283791-70283961],1.662117738,1.597992549,1.708855652,1.537778222,1.416386254,1.415148503,1.220503733
seq57_[chr1:36851493-36851663],4.08817203,3.866847691,3.899915257,4.104339495,4.230171654,4.58915709,4.413841743
seq570_[chr15:70390192-70390362],1.738534809,1.692378046,1.975104504,1.627673638,1.576816934,1.49747193,1.298907796
seq571_[chr15:70391972-70392142],2.309847321,2.325073778,2.682679783,2.47913618,2.53517979,2.487432981,2.177089823
seq572_[chr15:71496176-71496346],1.579698953,1.650690657,1.710567064,1.560843664,1.494419797,1.394589796,1.422324339
seq573_[chr15:71606191-71606361],1.561783921,1.49343422,1.653830754,1.592094343,1.419762188,1.284573125,1.293724581
seq574_[chr15:75409662-75409832],1.876161319,1.909610814,2.029770629,1.808648921,1.751346882,1.907281138,1.548800722
seq575_[chr15:75546672-75546842],1.759777633,1.869859493,2.07194234,1.70530749,1.736994686,1.576473848,1.51200641
seq576_[chr15:75566875-75567045],1.626023981,1.535567339,1.775021225,1.523197419,1.39485472,1.338087443,1.282778799
seq577_[chr15:83632341-83632511],2.231448874,2.234501701,2.594024713,2.465746223,2.381079499,1.876818938,1.525386877
seq578_[chr15:85503859-85504029],1.859965995,1.775765873,2.087097765,1.843529153,1.645991914,1.546369051,1.354048547
seq579_[chr15:89529348-89529518],2.086098933,2.21074758,2.497045075,2.176178223,2.182762606,1.761173025,1.58277541
seq58_[chr1:38412721-38412891],2.16514291,2.16515269,2.357863788,2.30391339,2.462022475,2.514398233,2.150088045
seq580_[chr15:89536311-89536481],3.785070639,3.739225407,3.885828986,4.139019201,3.909498356,3.320353222,2.358697576
seq581_[chr15:89542299-89542469],2.150499002,2.084887668,2.315331492,2.1164943,2.066711157,1.763243406,1.886211357
seq582_[chr15:90695549-90695719],1.947011239,1.990833557,2.19557713,1.919246647,1.938996185,1.715254434,1.540743653
seq583_[chr15:90936957-90937127],2.302796221,2.213430903,2.210816907,2.091629524,2.044370914,1.87762214,1.459372037
seq584_[chr15:93604918-93605088],1.960348138,1.906807465,2.096916515,1.946685867,1.869248299,1.721581557,1.459045222
seq585_[chr15:93616318-93616488],1.717467974,1.592513561,1.825529562,1.745717238,1.65558118,1.57057594,1.446861259
seq586_[chr15:93631246-93631416],2.042707083,1.830624539,2.093004396,1.828272071,2.076823792,1.406504005,1.409913796
seq587_[chr15:93632218-93632388],1.641321682,1.688640203,1.763593668,1.60827901,1.415167383,1.474875274,1.386425152
seq588_[chr15:93823501-93823671],1.829123861,1.858779557,2.031367119,1.739229584,1.653484785,1.582073191,1.370355545
seq589_[chr15:93892380-93892550],1.666483328,1.439463065,1.732590787,1.501299846,1.336864949,1.446827764,1.183835121
seq59_[chr1:39636488-39636658],1.741359619,1.68454945,1.838165597,1.625008827,1.52006431,1.61870514,1.565512379
seq590_[chr15:93905528-93905698],1.744321385,1.762212256,2.008167136,1.810458407,1.862052304,1.803028394,1.722978644
seq591_[chr15:93909222-93909392],1.912931338,2.018602924,2.17560949,2.120472721,1.896089402,1.979081326,1.63566564
seq592_[chr15:94162781-94162951],1.554259346,1.435704005,1.585611701,1.517104858,1.453590544,1.359288353,1.18221989
seq593_[chr15:95830554-95830724],1.61618076,1.669055742,2.089179769,1.840969092,2.068107744,2.003951492,2.21616939
seq594_[chr15:96596237-96596407],1.610986725,1.671678522,1.804359991,1.539699435,1.442684894,1.406215218,1.265121595
seq595_[chr15:96631977-96632147],1.57423758,1.54605998,1.812948703,1.569507783,1.406401273,1.436567881,1.422601848
seq596_[chr15:96873740-96873910],1.8660716,1.980052613,2.042180592,1.904815491,1.884476699,1.841047874,1.550248319
seq597_[chr15:97246428-97246598],1.612228417,1.6347343,1.906759029,1.55781409,1.473271298,1.368949627,1.301109421
seq598_[chr16:533687-533857],1.791872741,1.773362005,1.832103236,1.518703529,1.508171445,1.422679159,1.447242599
seq599_[chr16:764966-765136],2.032953492,1.891087777,2.213648821,1.891584018,1.625891531,1.698320412,1.857620533
seq6_[chr1:3709979-3710149],2.816944386,2.552645349,2.761506153,2.583918471,2.116573812,1.801862672,1.568554077
seq60_[chr1:39734684-39734854],1.898199782,1.940389662,2.249300976,2.109126847,1.991960486,1.780721575,1.691175596
seq600_[chr16:1429877-1430047],1.890647092,1.831832548,2.135145104,1.874168129,1.822837459,1.689486066,1.445529357
seq601_[chr16:5921323-5921493],1.685620855,1.593134536,1.919305191,1.644349687,1.403249031,1.364095347,1.40543917
seq602_[chr16:6246080-6246250],1.96479783,1.925915482,2.388858008,2.141694367,1.925903364,1.891488451,1.501345673
seq603_[chr16:6392091-6392261],1.740174629,1.738220808,1.733001003,1.707213443,1.611381309,1.409729449,1.581467986
seq604_[chr16:6393249-6393419],3.010796549,3.291194819,3.468067413,2.88558241,2.449897521,2.241956083,1.793828112
seq605_[chr16:11409425-11409595],2.023793291,1.975185739,2.187032086,2.023326026,1.840828466,1.622068526,1.354228028
seq607_[chr16:13451769-13451939],1.679042917,1.583465129,1.948562486,1.588345561,1.4364124,1.307166641,1.249398611
seq608_[chr16:19142258-19142428],1.669525896,1.85215082,2.058975218,1.75152624,1.704283343,1.876150249,1.699620769
seq609_[chr16:22943710-22943880],1.737450419,1.531971248,1.79535268,1.527504395,1.30859316,1.367910571,1.41529214
seq61_[chr1:40358925-40359095],2.007537315,2.060656934,2.154967927,2.249124572,1.82256113,1.857078232,2.261150111
seq610_[chr16:23410457-23410627],1.800211763,1.805680065,2.064164699,1.805995848,1.696049093,1.738101347,1.647697317
seq611_[chr16:24150713-24150883],2.758405039,3.055730532,3.824719028,3.984859959,3.735175909,3.599385973,2.624602635
seq612_[chr16:26062418-26062588],1.737779912,1.818198847,1.840348926,1.744861039,1.618473148,1.52408858,1.401310801
seq613_[chr16:26188896-26189066],2.047695605,2.190307394,2.113426353,1.929677773,2.149636151,2.248688226,1.977973264
seq614_[chr16:26996807-26996977],2.012750848,2.42395457,2.447324164,2.207991224,1.933493441,1.902176006,1.688850559
seq615_[chr16:26997150-26997320],1.866613441,1.780322774,1.916453312,2.054711642,2.108264989,2.144454367,1.879749396
seq616_[chr16:26997605-26997775],1.864076083,1.996450228,2.209328161,1.849590412,1.891339942,1.57987437,1.498769398
seq617_[chr16:27338476-27338646],1.872807528,1.850295298,2.069251521,1.905787975,1.769325063,1.677833421,1.611332977
seq618_[chr16:31256898-31257068],2.781168791,2.767637883,3.120244774,2.952304614,3.871946459,4.513017544,2.820453799
seq619_[chr16:46994322-46994492],3.115056328,3.36532433,3.559068747,4.056989359,4.910074121,2.378888223,1.458848528
seq62_[chr1:43428485-43428655],2.335865916,2.570631267,2.856272467,2.51812393,2.378086704,2.117186839,1.906981021
seq620_[chr16:48352638-48352808],1.665325665,1.767569473,1.834576915,1.683975915,1.553102252,1.46262674,1.392211076
seq621_[chr16:49730559-49730729],1.73401503,1.763143217,1.997026529,1.677122773,1.469007052,1.37988059,1.219504118
seq622_[chr16:49736173-49736343],1.637099853,1.659015459,1.892942314,1.74007127,1.549369697,1.553243981,1.405031455
seq623_[chr16:51185392-51185562],2.103736732,2.081105246,2.288336508,2.117256645,2.120890667,2.090716616,1.57784386
seq624_[chr16:51186282-51186452],2.021330086,2.423405566,2.259969946,2.341021153,2.23492326,2.063598152,1.773713133
seq625_[chr16:51670866-51671036],1.71752026,1.714421917,1.971935941,1.789093347,1.565429718,1.539263242,1.535949683
seq626_[chr16:52299381-52299551],1.712506171,1.604648238,1.914537989,1.663381795,1.350033222,1.385226765,1.472157219
seq627_[chr16:52560368-52560538],1.956229536,2.125556054,2.410693578,1.924501294,1.884752518,1.960374723,2.177673897
seq628_[chr16:53078137-53078307],2.45275799,2.571596233,2.700425277,2.551156314,2.536089374,2.40961822,1.94204841
seq629_[chr16:54320246-54320416],2.173109903,2.143152685,2.210664557,2.05670878,2.06675072,1.930283546,1.816294428
seq63_[chr1:43432875-43433045],2.366556927,2.355430414,3.395690819,3.38989379,3.42801245,3.096725308,2.510470078
seq630_[chr16:54320837-54321007],1.716159394,1.55490718,1.967036485,1.803024399,1.865383935,1.64299309,1.591427849
seq631_[chr16:54963028-54963198],2.20888907,2.383568533,2.57554565,2.542707952,2.534321845,2.483132186,2.213936527
seq632_[chr16:54964571-54964741],2.492950006,2.449096066,2.701821685,2.457780274,2.624653787,2.337789708,2.022560894
seq633_[chr16:56581322-56581492],1.976701542,2.148825102,2.299149046,2.044929099,1.99600325,1.798242809,1.781990958
seq634_[chr16:57180653-57180823],1.625140845,1.553204951,1.853460127,1.588220889,1.452327935,1.326606739,1.227656543
seq635_[chr16:58453594-58453764],1.88678601,1.955765997,2.043819261,1.864166469,2.449002483,2.572915149,2.577882523
seq636_[chr16:66116019-66116189],1.838913564,1.979692854,2.775449476,2.953003812,2.443430521,2.127027189,1.818524494
seq637_[chr16:69106324-69106494],1.833885413,1.803492761,2.019865912,1.626410689,1.492451923,1.456339396,1.406617216
seq638_[chr16:69112016-69112186],2.163572002,2.135296159,2.290502315,2.093537069,2.107968206,2.143352012,2.053736771
seq639_[chr16:70655765-70655935],2.210656931,2.1729152,2.165917892,2.183534542,2.031040476,1.737023842,1.417438316
seq64_[chr1:44231839-44232009],1.637548273,1.494294614,1.750299041,1.561163637,1.388637037,1.2332412,1.195131339
seq640_[chr16:74905601-74905771],2.226827631,2.244373319,2.515444868,2.251170331,2.257800021,2.085051734,1.686668555
seq641_[chr16:75279058-75279228],2.770804049,3.699862092,5.001857875,4.702899904,4.285279118,3.790587476,3.223634336
seq642_[chr16:75285469-75285639],1.584372808,1.532807217,1.955102838,2.075999898,1.862399384,1.761239857,1.495593929
seq643_[chr16:75287412-75287582],2.149079887,2.229341337,2.490735185,2.197087636,2.166512844,1.964485247,1.737502744
seq644_[chr16:77501895-77502065],1.613933621,1.71214967,1.902696651,1.62181989,1.597575846,1.51283752,1.190796236
seq645_[chr16:79332960-79333130],1.831339203,1.627272475,1.968797065,1.797478339,1.673841226,1.464011931,1.376277772
seq646_[chr16:85612870-85613040],2.001663906,2.304014055,2.461065782,2.331013412,2.3549644,2.615451031,2.814750826
seq647_[chr16:85660193-85660363],1.826060657,1.793639711,2.052748705,1.771528823,1.619421108,1.505034922,1.306839103
seq648_[chr16:86793480-86793650],1.648234523,1.614053288,1.739473991,1.535115939,1.454883026,1.402702887,1.30355509
seq649_[chr16:87811447-87811617],1.715699912,1.579369095,1.836965456,1.510160838,1.425730419,1.354171282,1.139268279
seq65_[chr1:45008968-45009138],2.078237149,2.057788032,2.230110387,2.084805211,2.095851285,2.11766717,1.487085995
seq650_[chr16:87812847-87813017],2.517127435,2.687105487,2.894525544,2.587955395,2.506564208,2.496195536,1.949676911
seq651_[chr16:87887325-87887495],6.629332084,7.427718037,7.635126149,7.56317648,7.783059806,7.88227033,5.776740626
seq652_[chr17:585089-585259],1.702089294,1.442682956,1.841918495,1.642969303,1.804275265,1.504293781,1.575554395
seq653_[chr17:1619584-1619754],2.645898898,2.780010077,2.951620673,2.656423277,2.915295203,2.724855898,2.332431816
seq654_[chr17:1620390-1620560],1.917202449,2.123276829,2.328024262,2.214959637,2.249027162,2.056943812,1.747658893
seq655_[chr17:4299571-4299741],3.240805396,3.825543311,3.996956695,4.087432239,4.402290877,4.239057878,3.154041896
seq656_[chr17:4300230-4300400],1.709490261,1.688781025,1.961475078,1.607443808,1.495537851,1.367305162,1.294281808
seq657_[chr17:5614759-5614929],1.735949667,1.636360186,1.997093441,1.729874398,1.516366534,1.447801479,1.504270744
seq658_[chr17:5796732-5796902],1.667757076,1.546807715,1.850009396,1.564796115,1.527106028,1.583470761,1.469217946
seq659_[chr17:6042480-6042650],1.827440943,1.849983186,2.078000583,1.812739724,1.651645933,1.603925135,1.220991845
seq66_[chr1:46392888-46393058],1.642490693,1.679405676,1.889311336,1.647992414,1.512638015,1.336076907,1.225882434
seq660_[chr17:9124196-9124366],1.524005577,1.666445848,1.769179561,1.650230295,1.513900308,1.465480642,1.271806211
seq661_[chr17:9233499-9233669],1.771757759,1.83377299,2.085827585,1.795379796,1.617642516,1.723567334,1.565993018
seq662_[chr17:9234117-9234287],1.451249227,1.378198889,1.552471202,1.347773498,1.398298008,1.704029859,1.323739865
seq663_[chr17:11572055-11572225],1.461568051,1.664108516,2.05659665,2.041471027,1.46749044,1.392446814,1.368863977
seq664_[chr17:11802931-11803101],1.890186077,1.929626002,2.133420523,1.937957159,1.793418206,1.52737931,1.617147665
seq665_[chr17:12880592-12880762],1.676525525,1.629197294,1.909535883,1.650299545,1.475956727,1.436995513,1.255653792
seq666_[chr17:13654701-13654871],1.492445927,1.554117243,1.938001372,1.448921329,1.675777914,1.465700394,1.673066861
seq667_[chr17:15083476-15083646],2.308378426,2.100973087,2.48318428,2.277506987,2.075519513,2.025835908,1.758466994
seq668_[chr17:15869833-15870003],1.888148385,2.496786641,2.506530581,2.459240919,2.13455307,2.623069145,2.320969598
seq669_[chr17:16189364-16189534],1.728036792,2.218485965,2.618286681,2.338326249,2.117155289,1.990629857,1.740596118
seq67_[chr1:46932376-46932546],1.857008314,1.918296091,2.001418937,1.947188497,2.048529374,2.039453104,1.783099671
seq670_[chr17:27313278-27313448],1.693508474,1.753386406,1.954693761,1.682435083,1.566039407,1.438595709,1.189306606
seq671_[chr17:30608178-30608348],2.206078871,2.226764769,2.475081964,2.221590911,2.201468299,2.153400727,2.023830984
seq672_[chr17:32906238-32906408],1.641198,1.675813738,1.8417771,1.548245331,1.436317944,1.326996826,1.240001393
seq673_[chr17:36571045-36571215],1.803314055,1.880496405,1.996156703,1.742029244,1.714869838,1.539995949,1.313128808
seq674_[chr17:36571858-36572028],2.601885219,2.849234418,3.034352894,2.797801936,2.936009679,2.881587513,2.508231005
seq675_[chr17:37820057-37820227],1.796986703,1.777985966,1.984181637,1.743940561,1.585372955,1.485020484,1.317900275
seq676_[chr17:37844290-37844460],3.418770631,3.366492604,3.529104984,3.324965595,3.233746863,3.405136791,3.421279626
seq677_[chr17:37845417-37845587],1.70130018,1.86651283,2.153687103,1.95147459,1.617983772,1.717665902,1.344313196
seq678_[chr17:40075264-40075434],2.271315922,2.413271624,2.661566229,2.392087457,2.421746183,2.174700519,1.95103351
seq679_[chr17:40481188-40481358],1.817099736,1.801276555,2.030853034,1.80577685,1.523072678,1.412660886,1.306897591
seq68_[chr1:46953738-46953908],1.729747082,1.81645599,1.949118712,1.631806741,1.538671902,1.43619393,1.18295791
seq680_[chr17:42633937-42634107],2.308980426,2.285155873,2.572027608,2.06623685,2.025021943,1.929800605,1.696259239
seq681_[chr17:42634536-42634706],1.994746982,1.939539948,2.140474079,1.85949043,1.746689523,1.586854313,1.318246152
seq682_[chr17:44848839-44849009],2.108996609,2.125777481,2.27974938,2.032464018,1.977305383,1.929866838,1.729205727
seq683_[chr17:46068913-46069083],1.545710638,1.575347707,1.799571647,1.52201544,1.417187125,1.3179107,1.215255318
seq684_[chr17:46072670-46072840],1.818842698,1.766177147,2.05892357,1.784951954,1.609893465,1.501805658,1.284258468
seq685_[chr17:46080921-46081091],1.619060811,1.63636006,1.837355085,1.534490242,1.447129988,1.362999502,1.283680773
seq686_[chr17:46089674-46089844],1.615724546,1.747060684,1.90782662,1.66748385,1.563693939,1.465990225,1.277920795
seq688_[chr17:46133154-46133324],3.870773846,5.357620313,5.733657624,5.005762384,5.455287709,5.491160213,4.433040549
seq689_[chr17:47943180-47943350],2.712273044,2.860283901,3.166487304,2.855721132,3.020045086,2.9655878,2.358864724
seq69_[chr1:51887752-51887922],2.16110398,2.569033791,3.040057107,2.331807246,2.435202556,2.60626926,2.271611315
seq690_[chr17:49124188-49124358],1.997686424,2.170605342,2.138029217,2.016542336,2.037671782,1.811870613,1.833581272
seq691_[chr17:55952026-55952196],2.736348244,2.824591159,3.088888827,2.904285234,2.79584111,2.497520395,2.038761175
seq692_[chr17:56643124-56643294],1.470453352,1.671493861,1.834011213,1.632351152,1.541550685,1.538161898,1.496766773
seq693_[chr17:57443051-57443221],1.697649632,1.680582037,1.935948736,1.581834834,1.491278646,1.409870423,1.216577919
seq694_[chr17:57443876-57444046],1.661401411,1.748959187,1.95248454,1.691415126,1.655878776,1.575938611,1.374728101
seq695_[chr17:60902266-60902436],1.859621254,1.801087539,1.923843437,1.896278827,1.621684075,1.65793482,1.661552477
seq696_[chr17:63542057-63542227],1.950570662,2.050988934,2.177573872,1.959648,1.939862262,1.710342326,1.534828689
seq697_[chr17:63568968-63569138],2.074218053,2.08257243,2.249296159,2.188587472,2.240042964,1.930406217,1.742129499
seq698_[chr17:63694784-63694954],1.693260185,1.4714852,1.75727828,1.450116203,1.40223057,1.325996486,1.18188873
seq699_[chr17:65970855-65971025],1.647506569,1.599634363,1.798901184,1.652239269,1.384725905,1.290902475,1.121346141
seq7_[chr1:3713054-3713224],3.725560331,3.864460309,4.067765207,3.951923703,4.027497609,4.045535104,3.505550949
seq70_[chr1:53128635-53128805],1.845983651,1.892929252,2.078142856,1.964764319,1.92142812,1.955596357,1.668003413
seq700_[chr17:67408595-67408765],1.594753125,1.438690907,1.88644703,1.49834119,1.306444685,1.313866091,1.139041931
seq701_[chr17:67410783-67410953],1.570563313,1.64460089,1.818671792,1.627424311,1.469384856,1.385749587,1.237991419
seq702_[chr17:67444863-67445033],1.700060263,1.617485103,1.868925481,1.607549094,1.482609069,1.463731824,1.255141433
seq703_[chr17:68984020-68984190],1.771571888,1.689142454,1.735714784,1.735070981,1.51210387,1.30511012,1.10713305
seq704_[chr17:71307093-71307263],2.141823227,2.160026213,2.335871157,2.135772767,2.277553756,2.177203381,1.830148263
seq705_[chr17:71308257-71308427],1.867865267,1.88443462,2.138313395,1.946745903,1.827819584,1.754323439,1.484755574
seq706_[chr17:71609371-71609541],2.028129822,2.074493941,2.254334264,1.937305469,2.063297281,1.962727533,1.9544084
seq707_[chr17:71610073-71610243],1.639465334,1.683893864,1.899043062,1.657072548,1.424865122,1.347022166,1.283791428
seq708_[chr17:71641371-71641541],1.672130227,1.525196759,1.595507399,1.463494807,1.575467554,1.625393762,1.40418678
seq709_[chr17:72428215-72428385],1.850289842,1.801655535,1.925601498,1.924019239,1.951239165,1.873995197,1.532759248
seq71_[chr1:57001223-57001393],1.680637435,1.637685037,1.863372324,1.630115246,1.460079309,1.32153038,1.242560801
seq710_[chr17:72760041-72760211],1.78218197,1.83421687,2.019114003,1.760343345,1.614689242,1.358112007,1.215237504
seq711_[chr17:73689832-73690002],1.763320173,1.75795014,1.944928618,1.66943164,1.551552212,1.43767311,1.230889614
seq712_[chr17:73690273-73690443],1.562662349,1.541112949,1.819662283,1.573266078,1.405026609,1.436703885,1.260269267
seq713_[chr17:74137255-74137425],2.109018955,2.23766027,2.400009565,2.213150414,2.157735548,1.951153649,1.773538283
seq714_[chr17:74441074-74441244],1.797819508,1.830505074,1.972993141,1.729422356,1.582873337,1.336299291,1.519899789
seq715_[chr17:75567373-75567543],1.65872144,1.679288887,1.990109745,1.599668267,1.579315337,1.512309183,1.338281013
seq716_[chr17:75738863-75739033],2.196966832,2.197457185,2.346002894,2.050347293,1.756694812,1.974042759,1.871133565
seq717_[chr17:75743152-75743322],1.692447801,1.731015553,2.059592011,1.728278038,1.618679353,1.495021543,1.46751329
seq718_[chr17:76347814-76347984],1.688869246,1.787145711,1.995845029,1.677142695,1.619636582,1.387957418,1.337531571
seq719_[chr17:76349183-76349353],2.647181805,2.559774196,2.807141184,2.474559741,2.258524079,1.977548131,1.635130598
seq72_[chr1:57285085-57285255],1.508912092,1.783604142,1.880633945,1.710708907,1.591180807,1.462603026,1.26968852
seq720_[chr17:77923711-77923881],2.129657439,2.251210194,2.383437278,2.287776643,2.297765015,2.091070874,1.441433047
seq721_[chr17:77924147-77924317],1.861001411,1.919708479,2.099928034,1.819661783,1.708080786,1.539315127,1.323883049
seq722_[chr17:79316610-79316780],3.729857098,3.656576864,3.86885207,3.41661611,3.209812152,2.908168965,2.153843278
seq723_[chr17:79320071-79320241],2.631623915,2.671349861,2.894330745,2.671430823,2.7765783,2.608277676,2.179268278
seq724_[chr17:79885564-79885734],3.104193573,3.079471707,3.310115248,3.016685671,3.078854352,3.184296727,2.901700281
seq725_[chr17:80132205-80132375],1.405993576,1.548547811,1.492397525,1.516567167,1.387315995,1.515197439,1.545327299
seq726_[chr18:3554154-3554324],1.34807914,1.19083515,1.397491991,1.498924385,1.491104259,1.44579014,1.522968606
seq727_[chr18:3585098-3585268],1.863739234,1.887141494,2.274807728,1.966409485,1.958916031,1.701340734,1.448334234
seq728_[chr18:3585878-3586048],1.886385673,1.90775436,2.160279806,1.873516579,1.76117715,1.556050762,1.458326433
seq729_[chr18:3623937-3624107],1.687362553,1.598135179,1.872393216,1.605123026,1.479227355,1.319875956,1.188106934
seq73_[chr1:58497252-58497422],1.739362659,1.558375643,1.780818291,1.683756187,1.51999864,1.313048118,1.242690149
seq730_[chr18:6557262-6557432],1.592989651,1.609937312,1.620537725,1.607930904,1.707629201,1.321090756,1.240715487
seq731_[chr18:6566519-6566689],1.484180025,1.526212934,1.670897291,1.635669631,1.467742208,1.450021357,1.488998673
seq732_[chr18:6752629-6752799],1.774836465,1.893799718,2.02137868,1.71072957,1.512592955,1.404014749,1.42303922
seq733_[chr18:8778513-8778683],1.718597203,1.643279152,1.874063852,1.597953083,1.476602513,1.390057872,1.501000457
seq734_[chr18:8891025-8891195],2.606814323,3.133568187,3.76436391,3.795046434,3.462194785,3.228647111,2.404419136
seq735_[chr18:9742241-9742411],2.129530495,2.157414798,2.42706011,2.25670185,1.9990499,1.852440528,1.880815249
seq736_[chr18:12336443-12336613],2.767077516,2.703238855,2.863918643,2.733612223,2.704041706,2.94538622,2.196300281
seq737_[chr18:13239322-13239492],2.545537066,2.441782057,2.870431333,2.394326773,2.546553546,2.557931656,2.90495571
seq738_[chr18:18822279-18822449],1.468570645,1.514250153,1.671688834,1.459845487,1.360381034,1.281393731,1.123116966
seq739_[chr18:18844708-18844878],1.517620242,1.516856356,1.96756754,1.572940618,1.45566905,1.524379114,1.220002311
seq74_[chr1:58623768-58623938],1.629380336,1.526797364,1.653982533,1.598937791,1.493825509,1.687278925,1.68725072
seq740_[chr18:18922490-18922660],1.607021784,1.599245251,1.722417765,1.597511083,1.678246328,1.565050441,1.399363727
seq741_[chr18:18946936-18947106],1.648666019,1.729384468,1.921800118,1.525741289,1.596849824,1.398894557,1.288810337
seq742_[chr18:18966926-18967096],1.567138883,1.539559413,1.755757428,1.428766051,1.49279112,1.83392796,1.615609445
seq743_[chr18:19613123-19613293],1.712171029,1.765699518,1.98531801,1.781140427,1.805181538,1.538050817,1.434966914
seq744_[chr18:20674502-20674672],2.493999969,2.647277224,3.009305059,2.242425838,2.016073127,1.755469459,1.518864914
seq745_[chr18:20839900-20840070],1.799511784,1.854354254,2.006291392,1.829073715,1.64531234,1.535972641,1.301154186
seq746_[chr18:20840316-20840486],1.725268838,1.899821883,1.912351221,1.673092014,1.460722776,1.4830145,1.268204748
seq747_[chr18:34028904-34029074],2.129322943,2.00986126,2.324813638,2.065852385,2.120091376,2.021696376,1.689790254
seq748_[chr18:34061249-34061419],1.59341671,1.660972724,1.858197888,1.604204409,1.66686789,1.495666572,1.436302469
seq749_[chr18:34379253-34379423],1.602305143,1.52682725,1.918853163,1.72666225,1.611899938,1.360921953,1.453247748
seq75_[chr1:62646913-62647083],1.424325106,1.487079655,1.466117712,1.583390398,1.396318029,1.589778887,1.255654111
seq750_[chr18:34527706-34527876],1.831643215,1.802565882,1.903241763,1.608388259,1.509007008,1.579537258,1.457268326
seq751_[chr18:35065336-35065506],1.68729326,1.479296416,2.035207995,1.919955283,1.54690944,1.558947015,1.337052417
seq752_[chr18:38891604-38891774],2.048340529,1.886718121,2.2603522,2.156554575,2.216853615,1.896093929,1.657903207
seq753_[chr18:40321979-40322149],2.8102779,2.838997448,3.037544765,2.70935048,2.331600481,2.246264096,2.105461017
seq756_[chr18:42260666-42260836],1.925937067,1.957596611,2.140511432,1.88261706,1.875221284,1.82994174,1.388086317
seq757_[chr18:42324277-42324447],1.668899192,1.593174463,1.911063993,1.567613318,1.472822662,1.385164536,1.366271063
seq758_[chr18:43340625-43340795],1.864064685,1.803791631,2.036249072,1.768550369,1.718547348,1.562365833,1.563501115
